,dates,actual deposits,buy order deposits,no sell value,actual value,actual return,no sell return
51,2019-04-02,159.58010000000004,344.48,385.82000255584717,195.1800012588501,0.32939093653114226,0.28043368648963685
52,2019-04-03,157.29010000000005,397.05000000000007,437.7100076675415,193.7400074005127,0.33524914822354446,0.27844758197869623
53,2019-04-04,157.29010000000005,397.05000000000007,435.9399929046631,191.85999107360837,0.32229214345810164,0.2732777867854659
54,2019-04-05,157.29010000000005,397.05000000000007,436.9200019836426,192.160005569458,0.3243598325503696,0.2761401619091577
55,2019-04-08,157.29010000000005,397.05000000000007,428.8499984741211,190.93000411987302,0.31588270689156395,0.2525695871163063
56,2019-04-09,157.29010000000005,397.05000000000007,433.3600082397461,192.6700019836426,0.32787470945563024,0.2657422607553859
57,2019-04-10,157.29010000000005,397.05000000000007,441.9400005340576,194.04999542236328,0.3373855744975449,0.29080239237200156
58,2019-04-11,157.29010000000005,397.05000000000007,432.1400079727173,192.19000816345215,0.32456660934682313,0.26217892803720644
59,2019-04-12,157.29010000000005,397.05000000000007,433.6400089263917,188.71000099182135,0.30058252534642405,0.2665600766483831
60,2019-04-15,157.29010000000005,397.05000000000007,424.36999702453613,189.73000144958496,0.3076123317384565,0.23948456068293034
61,2019-04-16,157.29010000000005,397.05000000000007,423.759991645813,189.92999458312988,0.30899067720669193,0.23770287900382425
62,2019-04-17,157.29010000000005,397.05000000000007,423.6799945831299,190.339994430542,0.3118163813778345,0.23746922647232838
63,2019-04-18,225.7101,465.47000000000014,493.2800045013428,260.9000053405762,0.3226654362106274,0.24043656233250754
64,2019-04-22,225.7101,465.47000000000014,495.38000106811523,254.90999603271487,0.2922983296107413,0.2457173612670409
65,2019-04-23,225.7101,465.47000000000014,515.9299964904785,279.12999534606934,0.41508466652553344,0.29739382381377233
66,2019-04-24,225.7101,465.47000000000014,517.8300018310547,280.2100009918213,0.4205598911683375,0.3021717107574369
67,2019-04-25,225.7101,465.47000000000014,510.82000637054443,275.6400032043457,0.39739171181486266,0.2845438835768237
68,2019-04-26,225.7101,465.47000000000014,528.3799924850464,285.12999153137207,0.44550240285840914,0.3287014586086736
69,2019-04-29,225.7101,465.47000000000014,544.3999948501587,299.7099895477295,0.519417539084956,0.36898648228894015
70,2019-04-30,225.7101,465.47000000000014,541.4499969482422,295.17000007629395,0.49640149066905326,0.36156821026706765
71,2019-05-01,266.4801,597.2400000000001,671.4300136566162,334.0900135040283,0.4881609635992572,0.3579480201986873
72,2019-05-02,266.4801,597.2400000000001,662.9300127029419,339.44000816345215,0.5119918261985759,0.3407570111106841
73,2019-05-03,266.4801,597.2400000000001,664.7599964141846,342.56999588012695,0.52593395361402,0.3444581008849472
74,2019-05-06,266.4801,597.2400000000001,660.4000015258789,342.2899971008301,0.5246867350909796,0.3356401357862362
75,2019-05-07,266.4801,597.2400000000001,639.5099906921387,334.489995956421,0.4899426339507067,0.2933906856922246
76,2019-05-08,266.4801,597.2400000000001,634.1400079727173,336.0500068664551,0.49689150175657915,0.2825300490599325
77,2019-05-09,266.4801,597.2400000000001,617.1900119781494,338.25000762939453,0.5066911219875372,0.24824916641388106
78,2019-05-10,302.4801,633.2400000000001,647.3899974822998,369.7299995422363,0.4884940453879367,0.23716531159848486
79,2019-05-13,302.4801,633.2400000000001,616.1599998474121,349.36999893188477,0.4065268268497477,0.17748464012465326
80,2019-05-14,302.4801,633.2400000000001,635.680004119873,359.1700038909912,0.44598061486928264,0.2147874595411723
81,2019-05-15,302.4801,633.2400000000001,640.8200025558472,370.11000061035156,0.49002388967385047,0.22461002058071267
82,2019-05-16,302.4801,633.2400000000001,651.609992980957,379.89999771118164,0.5294373871097979,0.24522974272399578
83,2019-05-17,302.4801,633.2400000000001,643.4700107574463,378.3900089263916,0.5233583312648697,0.2296741986421904
84,2019-05-20,302.4801,633.2400000000001,636.8400087356567,373.23000717163086,0.5025847075511811,0.21700423378470868
85,2019-05-21,302.4801,633.2400000000001,651.840009689331,376.5300064086914,0.5158701569878807,0.24566930572897738
86,2019-05-22,302.4801,633.2400000000001,655.6999940872192,380.7299995422363,0.5327788870819818,0.2530457539579434
87,2019-05-23,302.4801,633.2400000000001,638.3399982452393,370.939998626709,0.49336537428846494,0.21987072074965108
88,2019-05-24,302.4801,633.2400000000001,639.2899971008301,373.4899959564209,0.5036313950217857,0.2216861730037265
89,2019-05-28,302.4801,633.2400000000001,640.9599981307983,373.25000190734863,0.5026652042517239,0.22487755277889354
90,2019-05-29,302.4801,633.2400000000001,633.2199897766113,368.649995803833,0.4841460640621029,0.21008636063115804
91,2019-05-30,302.4801,633.2400000000001,632.6100006103516,367.2000026702881,0.47830854439151294,0.2089206684828666
92,2019-05-31,302.4801,633.2400000000001,630.7600059509277,370.33000564575195,0.4909096067797225,0.20538532004037835
93,2019-06-03,302.4801,633.2400000000001,605.1099967956543,350.95999908447266,0.412928000036189,0.15636803263634258
94,2019-06-04,302.4801,633.2400000000001,629.0700016021729,361.6499996185303,0.45596481652346155,0.2021557138294987
95,2019-06-05,302.4801,633.2400000000001,649.7400093078613,373.7200107574463,0.5045574103900303,0.24165619518293568
96,2019-06-06,302.4801,633.2400000000001,655.0900058746338,380.14000129699707,0.5304036162737824,0.2518800636321279
97,2019-06-07,302.4801,633.2400000000001,666.9999933242798,389.23999786376953,0.5670392442170435,0.274640105325046
98,2019-06-10,302.4801,633.2400000000001,671.3999919891357,386.779993057251,0.5571355239058378,0.28304852334263875
99,2019-06-11,302.4801,633.2400000000001,662.7999963760376,381.1700038909912,0.5345502982573722,0.2666138915228675
100,2019-06-12,302.4801,633.2400000000001,668.9000024795532,382.3999996185303,0.5395021315372286,0.27827103170291023
101,2019-06-13,302.4801,633.2400000000001,657.7399969100952,375.80999660491943,0.5129714733353163,0.25694420888903613
102,2019-06-14,302.4801,633.2400000000001,650.2799921035767,375.5099983215332,0.5117637118363849,0.2426881048298517
103,2019-06-17,302.4801,633.2400000000001,656.8900079727173,377.54000663757324,0.5199363115557876,0.25531987605619033
104,2019-06-18,302.4801,633.2400000000001,663.2000017166138,382.1499996185303,0.5384956578623641,0.2673783035986481
105,2019-06-19,302.4801,633.2400000000001,665.2400074005127,385.98000717163086,0.5539148649692782,0.2712767639971694
106,2019-06-20,302.4801,633.2400000000001,673.2799987792969,385.03999519348145,0.5501304757290189,0.28664122510726653
107,2019-06-21,380.2801,711.0400000000002,737.8300065994263,451.2600040435791,0.5113471005312205,0.26394326190936757
108,2019-06-24,380.2801,711.0400000000002,727.6000051498413,446.43000411987305,0.49517060291377546,0.24641870844058222
109,2019-06-25,380.2801,711.0400000000002,710.0899982452393,433.49999618530273,0.45186579010818195,0.21642310641151807
110,2019-06-26,380.2801,711.0400000000002,715.9799947738647,437.32999420166016,0.46469310993531887,0.2265129934565533
111,2019-06-27,380.2801,711.0400000000002,720.6300077438354,438.62000370025635,0.46901357285667444,0.23447872066826392
112,2019-06-28,380.2801,711.0400000000002,728.9800090789795,444.99001121520996,0.49034781985800513,0.24878273084688418
113,2019-07-01,380.2801,711.0400000000002,734.5800123214722,447.9800090789795,0.5003618351961918,0.2583758434903254
114,2019-07-02,380.2801,711.0400000000002,729.3599987030029,449.560001373291,0.5056535002041078,0.24943367391044102
115,2019-07-03,380.2801,711.0400000000002,727.1900043487549,450.8400077819824,0.5099404610628202,0.2457163545849852
116,2019-07-05,380.2801,711.0400000000002,731.1900043487549,451.78000259399414,0.5130886648054926,0.2525685739341803
117,2019-07-08,380.2801,711.0400000000002,732.1399993896484,454.5199966430664,0.5222653745170367,0.254195967534393
118,2019-07-09,380.2801,711.0400000000002,744.7100105285645,461.9600086212158,0.5471832498668046,0.27572908592081324
119,2019-07-10,380.2801,711.0400000000002,742.919997215271,461.87999725341797,0.5469152780819193,0.27266269495564655
120,2019-07-11,380.2801,711.0400000000002,731.4799842834473,456.59999084472656,0.5292316316141252,0.25306532546402494
121,2019-07-12,380.2801,711.0400000000002,727.2599954605103,455.98999786376953,0.5271886605667182,0.24583625319754576
122,2019-07-15,432.8601,763.6200000000001,788.0699977874756,515.4599933624268,0.5478786797206276,0.2589841236870287
123,2019-07-16,432.8601,763.6200000000001,776.8399953842163,508.310001373291,0.5264079151556367,0.2410435920409002
124,2019-07-17,432.8601,763.6200000000001,776.4399890899658,508.94999504089355,0.5283297569396639,0.24040456051419556
125,2019-07-18,432.8601,763.6200000000001,768.7299928665161,505.5199909210205,0.5180297718450448,0.22808742768809886
126,2019-07-19,432.8601,763.6200000000001,761.6399993896484,499.54999923706055,0.5001024390457878,0.2167607825303317
127,2019-07-22,432.8601,763.6200000000001,766.8400087356567,509.5000114440918,0.5299814053216336,0.22506807658800265
128,2019-07-23,432.8601,763.6200000000001,776.5600051879883,511.3400058746338,0.535506738396005,0.24059629267304117
129,2019-07-24,432.8601,763.6200000000001,787.3000001907349,518.7199974060059,0.5576681703112414,0.2577540111941088
130,2019-07-25,450.1001,780.8600000000001,798.2499952316284,534.3699970245361,0.553047129567557,0.24792071643453006
131,2019-07-26,443.43,829.8600000000001,865.6399841308594,545.8399925231934,0.6064343358246034,0.2750074656248649
132,2019-07-29,443.43,829.8600000000001,844.4899978637695,532.4799995422363,0.5671152098078831,0.24385549611934532
133,2019-07-30,443.43,829.8600000000001,828.1300086975098,525.7300071716309,0.5472496454314619,0.2197587483871266
134,2019-07-31,443.43,829.8600000000001,830.0900011062622,530.6599960327148,0.5617588486598086,0.2226456355452291
135,2019-08-01,443.43,829.8600000000001,811.0200080871582,524.1700096130371,0.5426584947714614,0.19455730331184196
136,2019-08-02,443.43,829.8600000000001,825.6699934005737,524.3199939727783,0.5430999062265129,0.21613537385886494
137,2019-08-05,443.43,829.8600000000001,787.75,498.8699951171875,0.4681992896202998,0.16028273815752203
138,2019-08-06,443.43,829.8600000000001,797.1900062561035,507.6600036621094,0.49406872339608565,0.1741869924349655
139,2019-08-07,443.43,829.8600000000001,797.1000022888184,504.7200012207031,0.48541614950267964,0.17405442493308465
140,2019-08-08,527.47,913.9,891.5999956130981,586.2699909210205,0.47913396065848546,0.18799159883875416
141,2019-08-09,527.47,913.9,883.9799928665161,573.8899955749512,0.4478997650954517,0.17783850407584678
142,2019-08-12,527.47,913.9,867.8699979782104,560.4400005340576,0.4139660063430719,0.1563731174912697
143,2019-08-13,527.47,913.9,884.2600107192993,566.820011138916,0.43006249857557055,0.1782116073264839
144,2019-08-14,527.47,913.9,856.6900081634521,546.3000068664551,0.37829141074524864,0.1414766010709183
145,2019-08-15,527.47,913.9,840.7000007629395,538.730001449585,0.3591926128059735,0.12017108901321993
146,2019-08-16,527.47,913.9,847.3899984359741,545.2800064086914,0.3757179934796042,0.1290850202278011
147,2019-08-19,527.47,913.9,863.7400026321411,554.1900024414062,0.3981975300846021,0.15087020161137477
148,2019-08-20,527.47,913.9,867.3800096511841,556.2100048065186,0.4032939091337058,0.15572024398420314
149,2019-08-21,527.47,913.9,878.8299913406372,565.4199905395508,0.4265303068444377,0.17097650477475446
150,2019-08-22,527.47,913.9,873.419994354248,562.2399959564209,0.41850731734223223,0.16376808059216597
151,2019-08-23,527.47,913.9,853.7899923324585,549.129994392395,0.3854313475025122,0.1376125426807533
152,2019-08-26,527.47,913.9,859.7499904632568,553.5499877929688,0.39658280066559204,0.14555380304786913
153,2019-08-27,527.47,913.9,850.0399971008301,553.1499919891357,0.3955736284638205,0.1326159490818528
154,2019-08-28,527.47,913.9,850.2000007629395,550.3000040054321,0.38838323141221265,0.13282914222598086
155,2019-08-29,527.47,913.9,857.8200197219849,558.0600137710571,0.4079614021477562,0.1429822585908067
156,2019-08-30,527.47,913.9,858.3900146484375,554.970006942749,0.40016544787891006,0.14374173502344267
157,2019-09-03,527.47,913.9,845.4500007629395,547.3099975585938,0.380839573802928,0.1265001156196004
158,2019-09-04,525.25,944.65,897.5800085067749,559.3500070571899,0.41696349008585476,0.15398765405193027
159,2019-09-05,525.25,944.65,909.9999914169312,563.8299932479858,0.4283123356894225,0.16995559764026846
160,2019-09-06,525.25,944.65,895.7699871063232,550.3999862670898,0.39429100857145905,0.15166057197579774
161,2019-09-09,525.25,944.65,864.3199939727783,523.9099893569946,0.32718569347265314,0.11122640070174472
162,2019-09-10,525.25,944.65,868.3400011062622,527.0099983215332,0.33503873622990654,0.11639478519925461
163,2019-09-11,525.25,944.65,866.1100025177002,523.3100004196167,0.32566578213271646,0.11352775293988548
164,2019-09-12,525.25,944.65,871.2200155258179,525.6900043487549,0.33169488489717724,0.1200975203896113
165,2019-09-13,525.25,944.65,860.8999929428101,516.1900005340576,0.30762916863496925,0.10682942335373768
166,2019-09-16,525.25,944.65,872.00998878479,523.9499931335449,0.3272870323304742,0.12111316175778475
167,2019-09-17,525.25,944.65,878.2200021743774,530.1900024414062,0.34309442529638057,0.12909716175239572
168,2019-09-18,525.25,944.65,869.5400094985962,526.8800067901611,0.33470943748734716,0.11793759459383524
169,2019-09-19,525.25,944.65,863.6599941253662,527.3400001525879,0.3358747075186639,0.1103778616652562
170,2019-09-20,544.33,963.73,879.5000047683716,546.2500038146973,0.33545910448785343,0.10630235531233234
171,2019-09-23,544.33,963.73,871.370005607605,541.3200054168701,0.32340636087318764,0.09607582072281606
172,2019-09-24,644.1000000000001,1063.5,930.6049861907959,616.5299949645996,0.27270696799384964,0.05032602726487245
173,2019-09-25,644.1000000000001,1063.5,934.9299964904785,624.3199996948242,0.2887879265552107,0.05520744414244527
174,2019-09-26,644.1000000000001,1063.5,919.7499828338623,617.5699882507324,0.27485383304946476,0.03807454277787925
175,2019-09-27,644.1000000000001,1063.5,898.2450008392334,599.3899917602539,0.23732474541299986,0.013802974668969181
176,2019-09-30,644.1000000000001,1063.5,908.4100027084351,610.6500005722046,0.26056885647277817,0.025275689933606404
177,2019-10-01,644.1000000000001,1063.5,891.8300065994263,595.4400062561035,0.2291707640728129,0.006562700315397185
178,2019-10-02,644.1000000000001,1063.5,879.0950136184692,587.3000059127808,0.21236730724016684,-0.007810631853910843
179,2019-10-03,644.1000000000001,1063.5,902.5200033187866,599.1600008010864,0.23684997354675064,0.018627950289695328
180,2019-10-04,753.3900000000001,1172.79,1022.3050060272217,717.7500019073486,0.2530864138167179,0.029193672176326846
181,2019-10-07,753.3900000000001,1172.79,1032.329997062683,728.9900045394897,0.27270981270514905,0.03928621527891485
182,2019-10-08,753.3900000000001,1172.79,1004.6400127410889,708.0200099945068,0.23609927255565455,0.011409645685272807
183,2019-10-09,753.3900000000001,1172.79,1014.3800001144409,711.8700037002563,0.24282079786827637,0.02121526466652668
184,2019-10-10,753.3900000000001,1172.79,995.2900009155273,700.2500019073486,0.22253397608280157,0.0019966300501077505
185,2019-10-11,753.3900000000001,1172.79,1013.6949973106384,717.9599924087524,0.2534530264863666,0.020525646062548253
186,2019-10-14,753.3900000000001,1172.79,1003.0549926757812,707.9999933242798,0.23606432638018293,0.009813945173322347
187,2019-10-15,753.3900000000001,1172.79,1026.5899877548218,717.2099933624268,0.25214363796274597,0.033507527682693716
188,2019-10-16,753.3900000000001,1172.79,1007.6200084686279,698.5400066375732,0.21954857471108147,0.014409721717194124
189,2019-10-17,753.3900000000001,1172.79,1017.4900007247925,702.9000043869019,0.22716049241144587,0.024346221601851292
190,2019-10-18,753.3900000000001,1172.79,978.170000076294,678.490008354187,0.18454421333289361,-0.015238731635016878
191,2019-10-21,753.3900000000001,1172.79,991.8900032043457,686.8699998855591,0.19917445158849323,-0.0014262780928943064
192,2019-10-22,739.5800000000003,1172.79,964.4000110626221,649.1200132369995,0.15652116604901134,-0.029101507885993416
193,2019-10-23,739.5800000000003,1172.79,965.1700124740601,649.6100044250488,0.15739417130012145,-0.02832631792258078
194,2019-10-24,739.5800000000003,1172.79,952.4599990844727,629.9299964904785,0.12233078508461581,-0.041121976044880326
195,2019-10-25,739.5800000000003,1172.79,959.1300039291382,634.5699939727783,0.13059775450361988,-0.03440702626077219
196,2019-10-28,739.5800000000003,1172.79,963.4299964904785,633.8899974822998,0.12938622147730672,-0.03007805877216052
197,2019-10-29,750.7400000000001,1183.95,972.7600059509277,643.1199979782104,0.12600708054887644,-0.031899284090439406
198,2019-10-30,750.7400000000001,1183.95,982.0100011825562,654.9499998092651,0.14671964720292285,-0.022693594145214324
199,2019-10-31,750.7400000000001,1183.95,958.2899951934814,634.3799953460693,0.11070464106830546,-0.04629998692341486
200,2019-11-01,750.7400000000001,1183.95,966.8000020980835,639.3100004196167,0.11933634376361524,-0.0378307409363875
201,2019-11-04,750.7400000000001,1183.95,962.3200035095215,637.2700023651123,0.11576461179928632,-0.0422892813927469
202,2019-11-05,750.7400000000001,1183.95,951.5199918746948,629.1100025177002,0.10147767058404034,-0.05303756352970268
203,2019-11-06,750.7400000000001,1183.95,944.5300006866455,621.5099983215332,0.08817119813101759,-0.05999407431546111
204,2019-11-07,750.7400000000001,1183.95,930.1499905586243,613.7299890518188,0.07454956367403542,-0.07430520760071091
205,2019-11-08,750.7400000000001,1183.95,950.0500040054321,630.8400039672852,0.10450664478437077,-0.05450051050522153
206,2019-11-11,750.7400000000001,1183.95,952.7699956893921,633.3099985122681,0.10883123639295289,-0.051793546937228596
207,2019-11-12,750.7400000000001,1183.95,946.7799949645996,633.060001373291,0.10839352873421104,-0.05775485697721283
208,2019-11-13,743.5300000000002,1183.95,954.8900051116943,638.5699968338013,0.13092090849457128,-0.04968369185795907
209,2019-11-14,743.5300000000002,1183.95,956.85001039505,641.5300030708313,0.1361631418586966,-0.04773307453570563
210,2019-11-15,743.5300000000002,1183.95,968.000006198883,653.2700037956238,0.15695493030982988,-0.03663648457102331
211,2019-11-18,743.5300000000002,1183.95,978.1200013160706,660.3199992179871,0.16944062062956577,-0.02656496183364143
212,2019-11-19,736.83,1183.95,976.7700033187866,644.8100061416626,0.15367800047833802,-0.027908493660250056
213,2019-11-20,736.83,1183.95,981.1500110626221,649.1700057983398,0.16147880325449182,-0.023549465116152524
214,2019-11-21,736.83,1183.95,992.1300134658813,651.9400062561035,0.1664348190715521,-0.012622054323916276
215,2019-11-22,736.83,1183.95,1001.5350065231323,660.4900031089783,0.181732260456408,-0.003262108955944032
216,2019-11-25,736.83,1183.95,1019.0000019073486,675.3100056648254,0.2082478398563301,0.014119233236767226
217,2019-11-26,736.83,1183.95,1015.4699850082397,675.5999889373779,0.2087666707039657,0.010606124282560803
218,2019-11-27,736.83,1183.95,1021.8300142288208,681.4600071907043,0.21925126938709916,0.01693569046947596
219,2019-11-29,736.83,1183.95,1022.159999370575,682.8199996948242,0.22168453409743893,0.017264095060554263
220,2019-12-02,736.83,1183.95,997.0000014305115,669.7600054740906,0.19831791776809427,-0.007775392448235552
221,2019-12-03,736.83,1183.95,1000.939998626709,666.7399969100952,0.1929145936751797,-0.0038542669054643097
222,2019-12-04,736.83,1183.95,992.3299927711487,659.1599907875061,0.17935263554204095,-0.012423032872158402
223,2019-12-05,736.83,1183.95,980.9200086593628,653.630003452301,0.16945851995639005,-0.023778365862373696
224,2019-12-06,736.83,1183.95,985.3699998855591,658.2700042724609,0.17776029383929082,-0.019349689040221163
225,2019-12-09,736.83,1183.95,990.9899921417236,658.7799892425537,0.17867274624382334,-0.01375661521593241
226,2019-12-10,736.83,1183.95,983.1800060272217,651.5300035476685,0.16570125243897338,-0.021529193346652264
227,2019-12-11,736.83,1183.95,984.4299988746643,647.7100009918213,0.15886659902405142,-0.020285187668902305
228,2019-12-12,771.04,1257.88,1064.979992866516,678.4899940490723,0.15303758612724372,-0.01415711576684997
229,2019-12-13,771.04,1257.88,1070.8699984550476,689.8499984741211,0.17234297337766447,-0.008704787895489674
230,2019-12-16,771.04,1257.88,1086.6300053596497,699.1000003814697,0.1880625859946048,0.005884115902174969
231,2019-12-17,771.04,1257.88,1076.5100030899048,688.6700019836426,0.17033766701065312,-0.003483883771882579
232,2019-12-18,771.04,1257.88,1083.8000020980835,700.2299957275391,0.18998291955529778,0.003264406051793456
233,2019-12-19,771.04,1257.88,1101.2199802398682,710.2399826049805,0.20699406372479534,0.019389931047198772
234,2019-12-20,771.04,1257.88,1102.9200172424316,712.9700107574463,0.21163352060490803,0.0209636407817817
235,2019-12-23,771.04,1257.88,1099.3150062561035,709.8850040435791,0.2063908070413436,0.017626512899324487
236,2019-12-24,771.04,1257.88,1101.8400082588196,709.2800140380859,0.20536267660215768,0.019963885689166183
237,2019-12-26,771.04,1257.88,1108.9700169563293,717.7700099945068,0.21979072201134842,0.02656407384860837
238,2019-12-27,771.04,1257.88,1101.8799953460693,710.7399940490723,0.20784379178797696,0.020000901394334747
239,2019-12-30,771.04,1257.88,1091.1399908065796,706.9599933624268,0.20141999349247275,0.010058970914130105
240,2019-12-31,771.04,1257.88,1110.4899911880493,712.2199840545654,0.21035891230322923,0.027971101013997357
241,2020-01-02,771.04,1257.88,1124.880003452301,719.0800037384033,0.2220169479506433,0.041291812473145395
242,2020-01-03,771.04,1257.88,1113.8899946212769,713.9399967193604,0.21328193146123908,0.031118455155358937
243,2020-01-06,681.8,1257.88,1126.399998664856,642.7100067138672,0.2482606729796064,0.0426988590603139
244,2020-01-07,681.8,1257.88,1132.5400104522705,648.3400077819824,0.2591951673063615,0.04838261553487233
245,2020-01-08,630.62,1257.88,1133.3199915885925,603.4999980926514,0.27256392116785255,0.04910463741155535
246,2020-01-09,630.62,1257.88,1140.5300006866455,603.7800045013428,0.27315435373541286,0.055778881258559565
247,2020-01-10,630.62,1257.88,1140.2899856567383,603.4999923706055,0.2725639091021206,0.05555670139515567
248,2020-01-13,630.62,1257.88,1171.7400064468384,612.3699951171875,0.29126754706671787,0.08466971705045623
249,2020-01-14,630.62,1257.88,1162.8249917030334,605.334997177124,0.27643327268012463,0.07641716403830268
250,2020-01-15,630.62,1257.88,1175.64999294281,611.2599945068359,0.28892695595872797,0.08828915815763239
251,2020-01-16,630.62,1257.88,1195.9299879074097,620.5999908447266,0.30862164096453437,0.10706217630074466
252,2020-01-17,630.62,1257.88,1189.1300058364868,617.8000011444092,0.302717472143446,0.10076749097103388
253,2020-01-21,630.62,1257.88,1184.7100038528442,614.2800025939941,0.29529506423627394,0.09667593288256504
254,2020-01-22,582.46,1257.88,1183.0000066757202,568.9600048065186,0.30179305199760953,0.09509300309945345
255,2020-01-23,582.46,1257.88,1179.89000415802,568.3899974822998,0.300488862655675,0.09221410032892385
